"Story","Title","Result","Date","Stability","Duration (s)"
"Proceso Judicial","Consultar expediente de penas para SERGIO ELIECER - MARTINEZ PEREZ","SUCCESS","2019-11-05T15:42:01.512-05:00[America/Bogota]","0.0","31.59"
